74CSV  	
// AQ6374 OPTICAL SPECTRUM ANALYZER //                  
35
"CTRWL",1125.000000
"SPAN",1150.000000
"START WL", 550.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-56.6
"LSCL", 5.0
"RESLN",1.000
"AVG",   1
"SMPLAUTO",      1
"SMPL",       5751
"SMPLINTVL",0.2000
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6374"
"CHGPT",        102
"RESCAL0_0",       9996
"RESCAL0_1",       -866
"RESCAL0_2",    1341521
"RESCAL1_0",      10053
"RESCAL1_1",          0
"RESCAL1_2",          0
"CORESIZE", 0






"[TRACE DATA]"
 550.0000, -70.202
 550.2000, -68.045
 550.4000, -70.489
 550.6000,-210.000
 550.8000, -78.784
 551.0000,-210.000
 551.2000,-210.000
 551.4000, -70.642
 551.6000, -71.032
 551.8000, -78.867
 552.0000,-210.000
 552.2000, -78.040
 552.4000, -74.223
 552.6000, -73.446
 552.8000, -70.821
 553.0000,-210.000
 553.2000, -73.364
 553.4000, -70.474
 553.6000, -75.555
 553.8000, -84.458
 554.0000, -66.869
 554.2000, -69.058
 554.4000, -69.239
 554.6000,-210.000
 554.8000, -74.812
 555.0000, -68.019
 555.2000, -68.202
 555.4000, -66.537
 555.6000,-210.000
 555.8000, -72.005
 556.0000, -70.477
 556.2000, -69.604
 556.4000, -65.938
 556.6000, -73.262
 556.8000,-210.000
 557.0000, -67.101
 557.2000,-210.000
 557.4000, -72.021
 557.6000, -68.624
 557.8000, -73.185
 558.0000, -68.663
 558.2000, -68.145
 558.4000,-210.000
 558.6000, -66.727
 558.8000, -67.015
 559.0000, -67.948
 559.2000, -68.842
 559.4000, -67.689
 559.6000, -73.237
 559.8000, -71.282
 560.0000,-210.000
 560.2000,-210.000
 560.4000, -70.199
 560.6000, -75.370
 560.8000, -88.180
 561.0000, -70.123
 561.2000, -68.001
 561.4000, -68.525
 561.6000, -71.165
 561.8000, -81.192
 562.0000,-210.000
 562.2000, -69.631
 562.4000, -72.031
 562.6000, -71.172
 562.8000, -71.013
 563.0000, -70.659
 563.2000, -77.852
 563.4000, -71.542
 563.6000, -67.114
 563.8000, -66.764
 564.0000, -68.842
 564.2000, -69.857
 564.4000, -70.261
 564.6000, -72.153
 564.8000, -70.667
 565.0000, -76.228
 565.2000, -69.251
 565.4000, -69.070
 565.6000, -69.718
 565.8000, -77.144
 566.0000, -70.263
 566.2000,-210.000
 566.4000, -70.016
 566.6000,-210.000
 566.8000, -66.362
 567.0000, -71.395
 567.2000, -77.048
 567.4000, -71.999
 567.6000,-210.000
 567.8000, -69.062
 568.0000, -66.128
 568.2000,-210.000
 568.4000, -70.576
 568.6000, -71.596
 568.8000, -70.131
 569.0000, -66.837
 569.2000, -65.981
 569.4000, -68.667
 569.6000, -77.347
 569.8000, -72.257
 570.0000, -67.971
 570.2000, -68.429
 570.4000, -69.005
 570.6000, -69.558
 570.8000, -66.691
 571.0000, -67.728
 571.2000, -67.796
 571.4000, -67.445
 571.6000, -68.205
 571.8000, -71.307
 572.0000, -69.084
 572.2000, -69.362
 572.4000, -66.843
 572.6000, -68.425
 572.8000, -68.064
 573.0000, -69.678
 573.2000, -67.834
 573.4000, -66.892
 573.6000, -65.209
 573.8000, -68.098
 574.0000, -66.851
 574.2000, -66.421
 574.4000, -66.247
 574.6000, -67.299
 574.8000, -66.332
 575.0000, -68.715
 575.2000, -68.295
 575.4000, -69.211
 575.6000, -69.114
 575.8000, -67.180
 576.0000, -65.185
 576.2000, -67.811
 576.4000, -65.785
 576.6000, -65.478
 576.8000, -67.266
 577.0000, -66.525
 577.2000, -65.138
 577.4000, -67.664
 577.6000, -66.613
 577.8000, -66.108
 578.0000, -65.959
 578.2000, -65.596
 578.4000, -65.857
 578.6000, -67.886
 578.8000, -65.959
 579.0000, -66.435
 579.2000, -66.520
 579.4000, -65.493
 579.6000, -66.001
 579.8000, -65.329
 580.0000, -65.448
 580.2000, -65.312
 580.4000, -65.033
 580.6000, -65.781
 580.8000, -65.586
 581.0000, -67.063
 581.2000, -65.043
 581.4000, -66.224
 581.6000, -65.390
 581.8000, -66.259
 582.0000, -66.827
 582.2000, -64.584
 582.4000, -64.649
 582.6000, -64.681
 582.8000, -65.164
 583.0000, -64.392
 583.2000, -64.831
 583.4000, -64.416
 583.6000, -64.631
 583.8000, -63.989
 584.0000, -64.261
 584.2000, -64.535
 584.4000, -65.395
 584.6000, -65.979
 584.8000, -64.917
 585.0000, -64.707
 585.2000, -63.445
 585.4000, -64.512
 585.6000, -64.057
 585.8000, -64.774
 586.0000, -64.169
 586.2000, -64.335
 586.4000, -63.367
 586.6000, -64.640
 586.8000, -64.990
 587.0000, -63.840
 587.2000, -63.614
 587.4000, -63.338
 587.6000, -63.876
 587.8000, -64.035
 588.0000, -63.428
 588.2000, -62.846
 588.4000, -63.800
 588.6000, -63.179
 588.8000, -63.568
 589.0000, -63.442
 589.2000, -63.426
 589.4000, -62.365
 589.6000, -63.171
 589.8000, -63.303
 590.0000, -63.214
 590.2000, -62.681
 590.4000, -62.703
 590.6000, -62.709
 590.8000, -62.788
 591.0000, -62.592
 591.2000, -62.302
 591.4000, -62.846
 591.6000, -62.899
 591.8000, -61.679
 592.0000, -62.706
 592.2000, -62.441
 592.4000, -62.758
 592.6000, -62.427
 592.8000, -62.255
 593.0000, -62.029
 593.2000, -62.666
 593.4000, -61.960
 593.6000, -62.236
 593.8000, -62.400
 594.0000, -62.250
 594.2000, -61.752
 594.4000, -61.741
 594.6000, -61.568
 594.8000, -61.499
 595.0000, -61.264
 595.2000, -61.331
 595.4000, -61.804
 595.6000, -61.280
 595.8000, -61.194
 596.0000, -61.376
 596.2000, -60.834
 596.4000, -61.227
 596.6000, -61.369
 596.8000, -61.283
 597.0000, -60.905
 597.2000, -60.736
 597.4000, -60.685
 597.6000, -61.104
 597.8000, -60.569
 598.0000, -61.172
 598.2000, -60.630
 598.4000, -61.106
 598.6000, -60.800
 598.8000, -60.788
 599.0000, -60.816
 599.2000, -60.544
 599.4000, -60.410
 599.6000, -60.359
 599.8000, -60.613
 600.0000, -60.398
 600.2000, -60.258
 600.4000, -60.219
 600.6000, -60.198
 600.8000, -59.983
 601.0000, -60.037
 601.2000, -59.813
 601.4000, -60.009
 601.6000, -59.835
 601.8000, -59.837
 602.0000, -59.583
 602.2000, -60.013
 602.4000, -59.682
 602.6000, -59.611
 602.8000, -59.593
 603.0000, -59.989
 603.2000, -59.751
 603.4000, -59.820
 603.6000, -59.565
 603.8000, -59.575
 604.0000, -59.327
 604.2000, -59.270
 604.4000, -59.557
