74CSV  	
// AQ6374 OPTICAL SPECTRUM ANALYZER //                  
35
"CTRWL",1125.000000
"SPAN",1150.000000
"START WL", 550.000000
"STOP WL",1700.000000
"WLFREQ", 0
"REFL",-49.0
"LSCL", 5.0
"RESLN",2.000
"AVG",   1
"SMPLAUTO",      1
"SMPL",       2876
"SMPLINTVL",0.4000
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"MEASWL",1
"SWPSPD",0
"MODELNAME","AQ6374"
"CHGPT",         52
"RESCAL0_0",      10019
"RESCAL0_1",      -1240
"RESCAL0_2",    1921719
"RESCAL1_0",      10084
"RESCAL1_1",          0
"RESCAL1_2",          0
"CORESIZE", 0






"[TRACE DATA]"
 550.0000, -71.195
 550.4000, -71.240
 550.8000, -73.401
 551.2000,-210.000
 551.6000, -71.527
 552.0000,-210.000
 552.4000,-210.000
 552.8000, -76.503
 553.2000, -72.385
 553.6000,-210.000
 554.0000,-210.000
 554.4000, -80.223
 554.8000, -72.653
 555.2000,-210.000
 555.6000, -74.579
 556.0000, -68.562
 556.4000,-210.000
 556.8000,-210.000
 557.2000, -76.892
 557.6000, -74.598
 558.0000, -72.178
 558.4000,-210.000
 558.8000, -76.546
 559.2000, -71.157
 559.6000, -71.904
 560.0000, -70.246
 560.4000,-210.000
 560.8000,-210.000
 561.2000, -79.451
 561.6000,-210.000
 562.0000,-210.000
 562.4000,-210.000
 562.8000,-210.000
 563.2000, -73.813
 563.6000,-210.000
 564.0000, -76.324
 564.4000,-210.000
 564.8000,-210.000
 565.2000,-210.000
 565.6000, -70.151
 566.0000,-210.000
 566.4000,-210.000
 566.8000, -78.676
 567.2000, -67.322
 567.6000, -70.829
 568.0000, -67.519
 568.4000,-210.000
 568.8000, -71.409
 569.2000, -79.206
 569.6000,-210.000
 570.0000, -77.866
 570.4000, -78.491
 570.8000, -77.743
 571.2000, -72.711
 571.6000, -73.051
 572.0000, -73.119
 572.4000, -79.256
 572.8000, -70.827
 573.2000, -76.873
 573.6000,-210.000
 574.0000, -72.267
 574.4000, -70.400
 574.8000,-210.000
 575.2000, -69.729
 575.6000, -74.824
 576.0000, -71.964
 576.4000, -78.329
 576.8000, -70.392
 577.2000, -70.186
 577.6000, -69.062
 578.0000, -72.499
 578.4000, -70.940
 578.8000, -70.895
 579.2000, -78.170
 579.6000, -75.348
 580.0000, -70.551
 580.4000, -70.718
 580.8000, -70.480
 581.2000, -70.015
 581.6000, -72.038
 582.0000, -71.952
 582.4000, -71.607
 582.8000, -68.871
 583.2000, -69.015
 583.6000, -68.798
 584.0000, -70.103
 584.4000, -68.593
 584.8000, -67.534
 585.2000, -79.642
 585.6000, -68.222
 586.0000, -69.870
 586.4000, -71.450
 586.8000, -67.142
 587.2000, -69.778
 587.6000, -67.777
 588.0000, -67.670
 588.4000, -66.759
 588.8000, -67.091
 589.2000, -67.229
 589.6000, -67.929
 590.0000, -66.785
 590.4000, -66.911
 590.8000, -72.576
 591.2000, -67.988
 591.6000, -68.114
 592.0000, -65.968
 592.4000, -66.443
 592.8000, -67.154
 593.2000, -68.828
 593.6000, -66.686
 594.0000, -65.774
 594.4000, -67.383
 594.8000, -66.359
 595.2000, -66.934
 595.6000, -66.174
 596.0000, -67.518
 596.4000, -66.865
 596.8000, -66.706
 597.2000, -66.627
 597.6000, -65.361
 598.0000, -66.125
 598.4000, -65.486
 598.8000, -65.808
 599.2000, -65.899
 599.6000, -65.019
 600.0000, -66.200
 600.4000, -65.599
 600.8000, -65.850
 601.2000, -65.933
 601.6000, -65.131
 602.0000, -65.017
 602.4000, -64.603
 602.8000, -64.317
 603.2000, -64.566
 603.6000, -66.265
 604.0000, -64.626
 604.4000, -64.301
 604.8000, -64.531
 605.2000, -64.256
 605.6000, -64.115
 606.0000, -64.881
 606.4000, -64.334
 606.8000, -64.328
 607.2000, -63.632
 607.6000, -64.367
 608.0000, -63.766
 608.4000, -63.141
 608.8000, -63.682
 609.2000, -63.771
 609.6000, -63.664
 610.0000, -63.539
 610.4000, -63.589
 610.8000, -63.723
 611.2000, -63.193
 611.6000, -63.235
 612.0000, -63.032
 612.4000, -62.548
 612.8000, -62.461
 613.2000, -62.393
 613.6000, -62.179
 614.0000, -62.402
 614.4000, -62.084
 614.8000, -62.118
 615.2000, -61.870
 615.6000, -62.259
 616.0000, -61.831
 616.4000, -61.901
 616.8000, -61.844
 617.2000, -61.581
 617.6000, -61.395
 618.0000, -61.429
 618.4000, -61.337
 618.8000, -61.067
 619.2000, -61.035
 619.6000, -60.837
 620.0000, -60.807
 620.4000, -60.595
 620.8000, -60.643
 621.2000, -60.197
 621.6000, -60.393
 622.0000, -60.009
 622.4000, -60.122
 622.8000, -59.845
 623.2000, -59.793
 623.6000, -59.798
 624.0000, -59.547
 624.4000, -59.513
 624.8000, -59.387
 625.2000, -59.270
 625.6000, -58.871
 626.0000, -59.031
 626.4000, -58.767
 626.8000, -58.633
 627.2000, -58.659
 627.6000, -58.402
 628.0000, -58.428
 628.4000, -58.394
 628.8000, -58.042
 629.2000, -57.884
 629.6000, -57.895
 630.0000, -57.568
 630.4000, -57.597
 630.8000, -57.540
 631.2000, -57.426
 631.6000, -57.164
 632.0000, -57.103
 632.4000, -57.050
 632.8000, -56.774
 633.2000, -56.854
 633.6000, -56.618
 634.0000, -56.745
 634.4000, -56.333
 634.8000, -56.450
 635.2000, -56.221
 635.6000, -56.139
 636.0000, -56.025
 636.4000, -55.961
 636.8000, -55.796
 637.2000, -55.687
 637.6000, -55.727
 638.0000, -55.618
 638.4000, -55.432
 638.8000, -55.458
 639.2000, -55.232
 639.6000, -55.192
 640.0000, -55.012
 640.4000, -54.914
 640.8000, -54.821
 641.2000, -54.749
 641.6000, -54.740
 642.0000, -54.451
 642.4000, -54.535
 642.8000, -54.406
 643.2000, -54.185
 643.6000, -54.246
 644.0000, -54.225
 644.4000, -54.146
 644.8000, -53.899
 645.2000, -53.949
 645.6000, -53.762
 646.0000, -53.818
 646.4000, -53.663
 646.8000, -53.648
 647.2000, -53.392
 647.6000, -53.503
 648.0000, -53.320
 648.4000, -53.264
 648.8000, -53.226
 649.2000, -53.142
 649.6000, -53.068
 650.0000, -53.071
 650.4000, -52.954
 650.8000, -52.885
 651.2000, -52.836
 651.6000, -52.591
 652.0000, -52.777
 652.4000, -52.450
 652.8000, -52.585
 653.2000, -52.445
 653.6000, -52.404
 654.0000, -52.426
 654.4000, -52.275
 654.8000, -52.309
 655.2000, -52.060
 655.6000, -52.143
 656.0000, -52.028
 656.4000, -51.975
 656.8000, -51.993
 657.2000, -52.023
 657.6000, -51.858
 658.0000, -51.785
 658.4000, -51.709
 658.8000, -51.741
